Code;Ward name;LAD code;Borough;2001/02;2002/03;2003/04;2004/05;2005/06;2006/07;2007/08;2008/09;2009/10;2010/11;2011/12;2012/13;;2001/02;2002/03;2003/04;2004/05;2005/06;2006/07;2007/08;2008/09;2009/10;2010/11;2011/12;2012/13
E05000449;New Cross;E09000023;Lewisham;25560;25870;27040;28730;29290;31190;31810;34200;34320;35730;37140;38070;;21540;21860;22520;23890;23980;25440;26270;27170;28440;29300;30830;31520
E05000450;Perry Vale;E09000023;Lewisham;31410;31900;33430;35610;36360;38770;39590;42590;42760;44550;46310;47470;;26420;26900;27770;29520;29690;31530;32580;33720;35310;36390;38290;39130
E05000451;Rushey Green;E09000023;Lewisham;29150;29430;30660;32480;33010;35020;35590;38130;38120;39550;40960;41830;;24590;24890;25560;27040;27060;28600;29420;30320;31630;32470;34040;34670
E05000452;Sydenham;E09000023;Lewisham;29360;29830;31270;33330;34070;36360;37160;40030;40230;41950;43670;44810;;24770;25220;26060;27720;27910;29670;30680;31790;33330;34380;36220;37060
E05000453;Telegraph Hill;E09000023;Lewisham;29670;30130;31580;33650;34380;36670;37460;40320;40500;42210;43900;45020;;25010;25470;26310;27980;28150;29910;30920;32020;33540;34580;36410;37230
E05000454;Whitefoot;E09000023;Lewisham;26090;26480;27730;29530;30170;32180;32880;35400;35580;37100;38610;39620;;22010;22390;23110;24570;24720;26280;27170;28150;29520;30460;32090;32840
E05000455;Abbey;E09000024;Merton;42950;43560;45550;48400;49280;52360;53270;57080;57080;59200;61280;62540;;31680;32210;33200;35200;35300;37380;38490;39690;41410;42510;44560;45370
E05000456;Cannon Hill;E09000024;Merton;37940;38600;40500;43190;44150;47100;48110;51780;52000;54170;56320;57720;;28450;29000;29980;31900;32090;34100;35240;36480;38200;39370;41420;42320
E05000457;Colliers Wood;E09000024;Merton;35060;35590;37260;39650;40460;43090;43940;47210;47340;49250;51130;52340;;26500;26960;27820;29540;29680;31490;32490;33590;35130;36160;38000;38780
E05000458;Cricket Green;E09000024;Merton;27690;27960;29140;30880;31400;33330;33900;36340;36360;37750;39120;39970;;21120;21380;21960;23230;23260;24600;25320;26120;27260;28000;29370;29930
E05000459;Dundonald;E09000024;Merton;47790;48480;50700;53880;54880;58340;59380;63680;63730;66170;68570;70060;;34660;35240;36320;38520;38640;40920;42160;43510;45430;46680;48970;49910
E05000460;Figge's Marsh;E09000024;Merton;29110;29330;30500;32260;32730;34680;35210;37670;37630;39010;40370;41200;;22200;22430;23000;24280;24260;25610;26310;27090;28220;28950;30320;30860
E05000461;Graveney;E09000024;Merton;34370;34580;35890;37890;38360;40570;41100;43890;43770;45290;46790;47680;;26020;26250;26880;28330;28260;29790;30550;31410;32670;33460;35000;35580
E05000462;Hillside;E09000024;Merton;50790;51440;53710;56970;57910;61430;62390;66750;66650;69040;71370;72750;;36430;36990;38070;40320;40380;42700;43910;45220;47130;48330;50610;51480
E05000463;Lavender Fields;E09000024;Merton;31590;31810;33070;34960;35450;37550;38100;40760;40710;42190;43670;44570;;24040;24280;24880;26260;26230;27690;28440;29270;30500;31280;32770;33360
E05000464;Longthornton;E09000024;Merton;33120;33310;34580;36500;36960;39090;39600;42290;42170;43640;45090;45940;;25140;25360;25960;27360;27300;28770;29500;30320;31550;32310;33790;34350
E05000465;Lower Morden;E09000024;Merton;35990;36400;37990;40300;41000;43540;44290;47490;47520;49340;51140;52260;;27130;27520;28310;29980;30040;31790;32730;33770;35250;36220;38000;38730
E05000466;Merton Park;E09000024;Merton;44110;44700;46720;49610;50500;53640;54560;58460;58450;60630;62770;64060;;32410;32920;33920;35950;36040;38150;39280;40500;42260;43380;45480;46300
E05000467;Pollards Hill;E09000024;Merton;30660;30850;32030;33830;34270;36250;36740;39250;39140;40510;41850;42640;;23360;23570;24130;25440;25380;26760;27450;28210;29350;30060;31440;31940
E05000468;Ravensbury;E09000024;Merton;28870;29260;30600;32550;33200;35360;36080;38790;38920;40530;42120;43160;;22020;22380;23070;24490;24600;26110;26960;27880;29190;30070;31630;32330
E05000469;Raynes Park;E09000024;Merton;43880;44890;47330;50680;52000;55660;57020;61520;61920;64630;67320;69100;;32270;33040;34290;36610;36950;39360;40770;42280;44360;45780;48230;49340
E05000470;St Helier;E09000024;Merton;28080;28570;29990;32010;32770;35020;35840;38640;38890;40590;42290;43430;;21420;21850;22610;24090;24290;25860;26780;27780;29160;30120;31760;32530
E05000471;Trinity;E09000024;Merton;46320;46830;48820;51720;52520;55660;56500;60430;60320;62470;64580;65820;;33770;34240;35190;37230;37250;39360;40450;41650;43390;44490;46580;47380
E05000472;Village;E09000024;Merton;60300;61520;64690;69080;70680;75450;77080;82940;83260;86690;90070;92240;;41780;42660;44160;47020;47330;50290;51960;53760;56270;57950;60920;62200
E05000473;West Barnes;E09000024;Merton;40830;41450;43400;46170;47080;50110;51070;54840;54950;57130;59270;60630;;30340;30870;31840;33810;33950;36000;37120;38350;40090;41230;43300;44170
E05000474;Wimbledon Park;E09000024;Merton;51110;51690;53890;57070;57910;61300;62120;66310;66030;68210;70310;71450;;36620;37140;38180;40380;40380;42620;43750;44980;46770;47860;49990;50730
E05000475;Beckton;E09000025;Newham;25870;26290;27580;29420;30110;32180;32950;35560;35810;37430;39060;40180;;22320;22740;23520;25050;25250;26900;27870;28950;30420;31460;33230;34100
E05000476;Boleyn;E09000025;Newham;23780;24200;25410;27150;27820;29770;30510;32960;33230;34760;36300;37370;;20390;20810;21550;22990;23220;24770;25700;26730;28120;29120;30790;31630
E05000477;Canning Town North;E09000025;Newham;22210;22560;23650;25220;25810;27580;28230;30460;30680;32060;33440;34390;;18880;19230;19880;21180;21360;22750;23590;24510;25770;26660;28170;28910
E05000478;Canning Town South;E09000025;Newham;21770;22460;23900;25870;26840;29060;30130;32900;33520;35410;37320;38770;;18450;19130;20130;21790;22320;24120;25350;26680;28390;29700;31710;32870
E05000479;Custom House;E09000025;Newham;25440;25720;26850;28520;29050;30910;31510;33850;33950;35330;36710;37610;;21930;22230;22870;24240;24320;25780;26600;27500;28770;29630;31160;31840
E05000480;East Ham Central;E09000025;Newham;23960;24410;25680;27470;28190;30210;31010;33540;33860;35470;37070;38210;;20560;21010;21800;23290;23550;25160;26150;27230;28690;29750;31490;32380
E05000481;East Ham North;E09000025;Newham;23470;23960;25250;27070;27830;29870;30720;33280;33660;35320;36980;38170;;20100;20580;21400;22920;23220;24860;25890;27010;28510;29610;31400;32340
E05000482;East Ham South;E09000025;Newham;24420;24770;25930;27610;28200;30080;30740;33110;33300;34740;36170;37150;;20990;21340;22030;23420;23560;25050;25910;26860;28180;29100;30680;31430
E05000483;Forest Gate North;E09000025;Newham;26460;26850;28120;29950;30610;32660;33390;35970;36170;37740;39310;40370;;22850;23240;24000;25520;25680;27310;28250;29290;30730;31730;33450;34270
E05000484;Forest Gate South;E09000025;Newham;25560;26050;27410;29330;30100;32250;33100;35790;36120;37820;39520;40710;;22030;22530;23370;24970;25240;26960;28000;29140;30680;31790;33630;34550
E05000485;Green Street East;E09000025;Newham;22380;22910;24210;26020;26820;28860;29740;32290;32720;34400;36080;37310;;19050;19580;20420;21940;22300;23940;24990;26140;27660;28790;30600;31570
E05000486;Green Street West;E09000025;Newham;22810;23260;24470;26200;26910;28860;29650;32110;32450;34030;35620;36760;;19470;19910;20670;22110;22380;23940;24910;25980;27410;28460;30180;31080
E05000487;Little Ilford;E09000025;Newham;21880;22310;23490;25160;25840;27720;28490;30850;31170;32680;34200;35280;;18550;18990;19730;21120;21390;22890;23830;24850;26230;27240;28870;29730
E05000488;Manor Park;E09000025;Newham;23080;23540;24790;26560;27290;29280;30090;32590;32940;34550;36160;37310;;19720;20180;20970;22440;22730;24320;25320;26400;27860;28930;30670;31580
E05000489;Plaistow North;E09000025;Newham;22640;23080;24290;26010;26710;28640;29420;31840;32170;33720;35280;36380;;19300;19740;20500;21930;22200;23740;24700;25740;27150;28180;29870;30740
E05000490;Plaistow South;E09000025;Newham;24370;24750;25940;27660;28280;30210;30900;33320;33530;35010;36490;37500;;20940;21320;22040;23460;23640;25160;26060;27040;28400;29350;30970;31750
E05000491;Royal Docks;E09000025;Newham;29310;29870;31400;33550;34370;36750;37620;40570;40820;42600;44360;45530;;25340;25880;26810;28590;28840;30720;31820;33010;34640;35770;37690;38580
E05000492;Stratford and New Town;E09000025;Newham;25590;26210;27700;29770;30670;32970;33950;36810;37250;39090;40920;42220;;22070;22670;23630;25360;25740;27580;28740;29990;31660;32870;34830;35840
E05000493;Wall End;E09000025;Newham;24320;24740;25980;27750;28430;30410;31170;33670;33940;35500;37060;38150;;20900;21320;22070;23540;23770;25340;26300;27340;28760;29780;31480;32330
E05000494;West Ham;E09000025;Newham;24170;24600;25850;27630;28330;30320;31090;33600;33890;35460;37030;38130;;20750;21190;21960;23440;23680;25260;26230;27280;28710;29740;31450;32310
E05000495;Aldborough;E09000026;Redbridge;32040;32340;33680;35670;36240;38450;39070;41860;41860;43440;45000;45980;;26440;26760;27480;29060;29070;30740;31620;32590;34000;34920;36620;37310
E05000496;Barkingside;E09000026;Redbridge;34470;34770;36200;38320;38900;41230;41870;44820;44780;46430;48050;49040;;28270;28610;29370;31040;31040;32790;33710;34720;36190;37140;38920;39620
E05000497;Bridge;E09000026;Redbridge;33500;33880;35350;37500;38150;40520;41220;44200;44230;45920;47600;48640;;27550;27940;28740;30430;30490;32270;33230;34280;35790;36770;38580;39320
E05000498;Chadwell;E09000026;Redbridge;31570;31870;33190;35150;35700;37860;38470;41200;41180;42720;44240;45180;;26080;26400;27100;28650;28670;30300;31160;32110;33480;34370;36030;36700
E05000499;Church End;E09000026;Redbridge;39530;40000;41750;44280;45040;47820;48620;52090;52090;54050;55970;57150;;31920;32380;33320;35280;35350;37400;38490;39690;41410;42520;44580;45410
E05000500;Clayhall;E09000026;Redbridge;37010;37250;38680;40850;41370;43760;44350;47380;47260;48930;50570;51550;;30130;30430;31170;32870;32810;34600;35500;36510;38010;38940;40760;41450
E05000501;Clementswood;E09000026;Redbridge;25390;25670;26780;28420;28920;30750;31310;33600;33670;35000;36320;37160;;21040;21320;21920;23220;23280;24650;25400;26230;27420;28200;29630;30230
E05000502;Cranbrook;E09000026;Redbridge;33950;34180;35510;37510;38000;40200;40740;43510;43390;44900;46390;47260;;27890;28160;28850;30440;30380;32030;32870;33790;35160;36010;37670;38290
E05000503;Fairlop;E09000026;Redbridge;31530;31920;33340;35410;36060;38340;39050;41910;41990;43640;45270;46300;;26050;26440;27220;28850;28940;30660;31600;32630;34100;35070;36820;37560
E05000504;Fullwell;E09000026;Redbridge;30760;31030;32300;34200;34720;36820;37400;40050;40030;41510;42980;43880;;25450;25740;26420;27920;27920;29510;30340;31250;32590;33440;35050;35690
E05000505;Goodmayes;E09000026;Redbridge;29610;29810;30960;32720;33160;35100;35600;38060;37990;39360;40700;41520;;24540;24770;25370;26760;26710;28180;28920;29750;30980;31760;33250;33820
E05000506;Hainault;E09000026;Redbridge;26340;26630;27800;29510;30050;31950;32550;34950;35020;36420;37810;38700;;21850;22150;22780;24140;24210;25650;26440;27320;28560;29390;30880;31520
E05000507;Loxford;E09000026;Redbridge;26030;26090;27000;28430;28710;30290;30620;32640;32470;33530;34570;35150;;21580;21690;22110;23230;23100;24270;24820;25440;26390;26950;28120;28500
E05000508;Mayfield;E09000026;Redbridge;31690;31870;33070;34890;35320;37340;37820;40370;40240;41630;43000;43790;;26170;26390;27010;28460;28380;29900;30650;31500;32760;33540;35070;35630
E05000509;Monkhams;E09000026;Redbridge;43480;43950;45820;48540;49310;52290;53100;56830;56780;58850;60900;62140;;34610;35090;36060;38150;38190;40360;41500;42760;44570;45740;47920;48780
E05000510;Newbury;E09000026;Redbridge;30850;31100;32340;34210;34700;36770;37330;39940;39900;41360;42810;43690;;25520;25790;26450;27930;27910;29470;30270;31170;32490;33330;34920;35550
E05000511;Roding;E09000026;Redbridge;34580;35050;36650;38960;39700;42230;43020;46180;46260;48070;49860;50980;;28360;28810;29700;31510;31620;33510;34550;35680;37280;38330;40240;41040
E05000512;Seven Kings;E09000026;Redbridge;30760;30920;32080;33850;34260;36210;36660;39120;38980;40300;41600;42350;;25440;25650;26240;27650;27560;29030;29760;30560;31770;32500;33960;34480
E05000513;Snaresbrook;E09000026;Redbridge;38660;39180;40960;43520;44330;47130;48000;51500;51570;53580;55560;56800;;31310;31810;32770;34750;34860;36930;38060;39290;41050;42200;44290;45160
E05000514;Valentines;E09000026;Redbridge;29100;29440;30730;32630;33230;35340;36010;38660;38760;40320;41860;42870;;24130;24470;25180;26690;26770;28360;29240;30210;31590;32510;34170;34900
E05000515;Wanstead;E09000026;Redbridge;38820;39440;41330;44020;44950;47910;48900;52590;52790;54980;57140;58560;;31420;31990;33030;35100;35290;37460;38680;40020;41890;43150;45380;46370
E05000516;Barnes;E09000027;Richmond upon Thames;54240;55130;57750;61460;62670;66680;67920;72860;72940;75730;78470;80160;;38260;38950;40200;42690;42860;45430;46820;48340;50480;51870;54420;55450
E05000517;East Sheen;E09000027;Richmond upon Thames;54490;55450;58160;61960;63240;67340;68650;73710;73840;76730;79560;81320;;38400;39130;40430;42960;43170;45790;47230;48790;50980;52420;55020;56090
E05000518;Fulwell and Hampton Hill;E09000027;Richmond upon Thames;45260;46080;48380;51590;52720;56220;57400;61720;61930;64460;66950;68550;;32980;33640;34780;37000;37220;39520;40820;42220;44170;45480;47800;48810
E05000519;Ham, Petersham and Richmond Riverside;E09000027;Richmond upon Thames;39300;40190;42360;45360;46550;49840;51070;55130;55510;57970;60410;62050;;29220;29920;31050;33160;33470;35670;36970;38360;40270;41580;43830;44870
E05000520;Hampton;E09000027;Richmond upon Thames;43790;44510;46640;49660;50670;53940;54980;59030;59140;61440;63710;65120;;32080;32670;33730;35830;35990;38170;39370;40670;42500;43690;45860;46750
E05000521;Hampton North;E09000027;Richmond upon Thames;36160;36670;38350;40780;41570;44240;45080;48410;48510;50440;52350;53560;;27130;27580;28430;30170;30290;32110;33120;34210;35760;36790;38650;39440
E05000522;Hampton Wick;E09000027;Richmond upon Thames;46550;47000;48940;51780;52510;55590;56350;60180;59980;62020;64010;65130;;33770;34200;35110;37110;37090;39150;40190;41330;43010;44040;46040;46760
E05000523;Heathfield;E09000027;Richmond upon Thames;34630;34980;36470;38650;39290;41690;42390;45410;45420;47130;48820;49870;;26080;26430;27160;28740;28770;30430;31310;32280;33680;34580;36270;36950
E05000524;Kew;E09000027;Richmond upon Thames;53650;54220;56480;59750;60570;64070;64870;69170;68830;71030;73150;74260;;37920;38440;39490;41730;41700;43990;45130;46360;48180;49260;51420;52130
E05000525;Mortlake and Barnes Common;E09000027;Richmond upon Thames;47980;48720;51000;54250;55290;58810;59890;64250;64320;66800;69230;70740;;34620;35230;36340;38570;38720;41030;42280;43650;45580;46840;49150;50100
E05000526;North Richmond;E09000027;Richmond upon Thames;47020;47960;50430;53860;55110;58830;60120;64710;64980;67670;70330;72050;;34050;34780;36000;38340;38610;41040;42420;43900;45960;47350;49790;50860
E05000527;St Margarets and North Twickenham;E09000027;Richmond upon Thames;51480;52270;54710;58180;59270;63020;64140;68770;68810;71420;73980;75550;;36680;37320;38490;40840;40980;43410;44720;46140;48170;49480;51890;52870
E05000528;South Richmond;E09000027;Richmond upon Thames;50730;51570;54050;57540;58690;62470;63650;68310;68400;71040;73630;75230;;36240;36910;38110;40480;40650;43100;44440;45890;47940;49270;51690;52690
E05000529;South Twickenham;E09000027;Richmond upon Thames;49370;50160;52530;55890;56980;60620;61750;66250;66330;68890;71400;72960;;35450;36080;37230;39530;39680;42060;43350;44760;46750;48050;50410;51380
E05000530;Teddington;E09000027;Richmond upon Thames;48830;49600;51920;55220;56270;59830;60900;65290;65310;67760;70160;71610;;35130;35750;36880;39140;39280;41610;42870;44230;46160;47400;49690;50600
E05000531;Twickenham Riverside;E09000027;Richmond upon Thames;50260;50960;53260;56550;57540;61100;62130;66550;66530;69000;71430;72910;;35970;36550;37650;39910;40000;42330;43570;44920;46860;48110;50430;51350
E05000532;West Twickenham;E09000027;Richmond upon Thames;41790;42440;44450;47310;48260;51390;52390;56280;56420;58670;60900;62320;;30820;31370;32370;34380;34530;36630;37790;39050;40830;42010;44130;45040
E05000533;Whitton;E09000027;Richmond upon Thames;38960;39540;41390;44030;44900;47790;48710;52300;52410;54490;56540;57850;;29000;29500;30430;32300;32440;34390;35470;36650;38310;39410;41390;42230
E05000534;Brunswick Park;E09000028;Southwark;31020;31480;32970;35110;35850;38230;39040;42020;42210;43990;45770;46940;;24460;24880;25680;27290;27450;29160;30140;31210;32700;33720;35500;36310
E05000535;Camberwell Green;E09000028;Southwark;27040;27440;28730;30610;31270;33360;34100;36720;36920;38500;40080;41140;;21280;21650;22350;23760;23920;25430;26300;27260;28590;29510;31100;31840
E05000536;Cathedrals;E09000028;Southwark;34020;34650;36410;38880;39810;42550;43540;46940;47210;49250;51270;52610;;26720;27270;28240;30090;30330;32290;33420;34660;36350;37510;39520;40430
E05000537;Chaucer;E09000028;Southwark;33370;33780;35290;37490;38180;40600;41350;44370;44440;46160;47860;48920;;26240;26630;27420;29070;29170;30900;31850;32880;34350;35310;37060;37780
E05000538;College;E09000028;Southwark;36640;37280;39120;41720;42640;45500;46480;50020;50220;52310;54380;55720;;28620;29180;30170;32100;32310;34330;35480;36730;38460;39630;41690;42600
E05000539;East Dulwich;E09000028;Southwark;40240;41180;43460;46600;47900;51370;52750;57060;57590;60290;62980;64860;;31130;31900;33140;35430;35820;38230;39690;41260;43400;44910;47440;48670
E05000540;East Walworth;E09000028;Southwark;27440;27730;28920;30680;31220;33190;33790;36270;36330;37770;39200;40110;;21610;21890;22500;23820;23880;25290;26060;26910;28120;28920;30380;31010
E05000541;Faraday;E09000028;Southwark;25730;26140;27410;29240;29920;31970;32720;35300;35540;37130;38720;39800;;20180;20560;21260;22640;22820;24310;25190;26150;27470;28410;29990;30760
E05000542;Grange;E09000028;Southwark;31660;32340;34080;36490;37450;40110;41110;44380;44690;46670;48620;49920;;24950;25540;26520;28340;28630;30540;31670;32890;34540;35680;37610;38500
E05000543;Livesey;E09000028;Southwark;25010;25330;26490;28180;28760;30640;31280;33650;33790;35200;36600;37520;;19560;19870;20480;21750;21860;23220;23990;24840;26020;26830;28240;28880
E05000544;Newington;E09000028;Southwark;28540;29010;30440;32480;33230;35510;36340;39190;39450;41200;42950;44150;;22500;22930;23720;25260;25460;27100;28070;29130;30590;31610;33360;34190
E05000545;Nunhead;E09000028;Southwark;27570;28080;29510;31540;32330;34600;35460;38300;38600;40350;42100;43310;;21710;22170;22980;24520;24760;26400;27390;28460;29920;30960;32700;33540
E05000546;Peckham;E09000028;Southwark;26430;26720;27890;29610;30150;32070;32680;35100;35180;36600;38000;38900;;20770;21050;21650;22940;23010;24390;25150;25990;27180;27980;29410;30030
E05000547;Peckham Rye;E09000028;Southwark;36280;36940;38800;41420;42390;45290;46330;49940;50230;52410;54580;56040;;28360;28940;29940;31890;32130;34190;35380;36680;38470;39700;41830;42820
E05000548;Riverside;E09000028;Southwark;38360;38890;40660;43210;44030;46840;47710;51200;51270;53270;55240;56470;;29830;30310;31240;33140;33250;35240;36330;37510;39190;40290;42290;43110
E05000549;Rotherhithe;E09000028;Southwark;33440;33750;35150;37230;37820;40110;40760;43640;43630;45250;46850;47830;;26290;26600;27320;28880;28900;30540;31410;32370;33750;34640;36310;36970
E05000550;South Bermondsey;E09000028;Southwark;27790;28040;29210;30960;31480;33430;34010;36480;36530;37950;39380;40280;;21890;22140;22740;24050;24080;25480;26230;27070;28270;29070;30530;31150
E05000551;South Camberwell;E09000028;Southwark;34980;35580;37350;39840;40750;43510;44490;47920;48160;50220;52260;53610;;27420;27960;28910;30780;31000;32960;34090;35320;37030;38190;40210;41130
E05000552;Surrey Docks;E09000028;Southwark;42840;43220;44970;47560;48220;51030;51720;55240;55060;56950;58800;59870;;32870;33270;34140;36060;36030;38010;39010;40110;41740;42740;44690;45410
E05000553;The Lane;E09000028;Southwark;31340;31940;33590;35910;36810;39390;40360;43560;43880;45850;47810;49140;;24700;25230;26150;27900;28160;30020;31120;32310;33940;35080;37020;37940
E05000554;Village;E09000028;Southwark;51920;53040;55860;59740;61220;65450;66980;72180;72580;75680;78750;80780;;38640;39510;40950;43660;44010;46830;48460;50210;52620;54260;57120;58400
E05000555;Beddington North;E09000029;Sutton;33610;33950;35370;37470;38070;40380;41040;43960;43960;45610;47250;48270;;27800;28150;28920;30590;30620;32370;33290;34320;35800;36760;38560;39290
E05000556;Beddington South;E09000029;Sutton;31570;31770;32990;34830;35260;37270;37730;40250;40080;41400;42690;43390;;26260;26500;27140;28610;28540;30070;30820;31640;32880;33620;35100;35600
E05000557;Belmont;E09000029;Sutton;36860;37470;39270;41830;42700;45480;46390;49850;49980;51990;53960;55230;;30170;30720;31730;33720;33890;35960;37110;38360;40110;41280;43370;44260
E05000558;Carshalton Central;E09000029;Sutton;35330;35840;37490;39870;40640;43240;44070;47310;47400;49280;51120;52290;;29060;29550;30470;32330;32460;34400;35480;36650;38300;39390;41370;42200
E05000559;Carshalton South and Clockhouse;E09000029;Sutton;38100;38590;40310;42780;43530;46230;47010;50380;50380;52260;54110;55240;;31040;31520;32450;34380;34460;36470;37540;38710;40390;41470;43470;44270
E05000560;Cheam;E09000029;Sutton;39450;40000;41830;44450;45280;48150;49040;52620;52700;54760;56790;58070;;31980;32500;33500;35530;35640;37770;38920;40190;41980;43160;45310;46220
E05000561;Nonsuch;E09000029;Sutton;35990;36460;38100;40480;41230;43840;44640;47910;47990;49870;51740;52920;;29540;30000;30900;32770;32870;34820;35890;37060;38720;39810;41810;42640
E05000562;St Helier;E09000029;Sutton;24500;24910;26130;27880;28520;30460;31170;33600;33800;35270;36740;37720;;20510;20900;21620;23030;23200;24700;25570;26520;27840;28750;30310;31040
E05000563;Stonecot;E09000029;Sutton;33670;33990;35400;37480;38060;40370;41010;43910;43900;45540;47160;48160;;27840;28180;28940;30600;30610;32350;33270;34290;35760;36710;38490;39210
E05000564;Sutton Central;E09000029;Sutton;30330;30620;31900;33800;34340;36430;37020;39640;39630;41110;42570;43470;;25300;25610;26310;27820;27840;29430;30270;31200;32540;33400;35010;35660
E05000565;Sutton North;E09000029;Sutton;32110;32480;33880;35940;36560;38830;39500;42350;42390;44010;45620;46630;;26670;27040;27820;29450;29510;31230;32160;33170;34630;35590;37340;38060
E05000566;Sutton South;E09000029;Sutton;34610;35010;36520;38730;39370;41790;42480;45500;45490;47180;48850;49870;;28540;28940;29760;31510;31560;33380;34340;35400;36930;37910;39730;40460
E05000567;Sutton West;E09000029;Sutton;36030;36390;37910;40160;40790;43250;43930;47030;46990;48720;50430;51470;;29570;29950;30770;32540;32560;34410;35380;36450;38010;39000;40870;41610
E05000568;The Wrythe;E09000029;Sutton;29970;30400;31810;33850;34530;36790;37540;40360;40510;42190;43850;44940;;25020;25440;26230;27860;27990;29700;30670;31730;33210;34220;36000;36790
E05000569;Wallington North;E09000029;Sutton;32530;32910;34360;36470;37120;39440;40150;43060;43120;44790;46450;47500;;26980;27380;28170;29850;29920;31680;32630;33680;35180;36160;37960;38710
E05000570;Wallington South;E09000029;Sutton;31400;31820;33270;35360;36040;38350;39080;41970;42070;43760;45420;46490;;26130;26540;27350;29020;29120;30870;31840;32900;34400;35400;37190;37960
E05000571;Wandle Valley;E09000029;Sutton;26460;26800;28010;29770;30340;32300;32930;35390;35490;36930;38360;39290;;22170;22510;23190;24610;24700;26200;27030;27950;29240;30110;31650;32330
E05000572;Worcester Park;E09000029;Sutton;34190;34620;36170;38400;39100;41560;42310;45390;45450;47220;48970;50070;;28230;28660;29510;31270;31360;33210;34220;35320;36890;37930;39820;40610
E05000573;Bethnal Green North;E09000030;Tower Hamlets;29010;29650;31280;33550;34510;37070;38130;41320;41790;43840;45900;47380;;22470;23040;23980;25690;26040;27880;29040;30290;31970;33200;35190;36230
E05000574;Bethnal Green South;E09000030;Tower Hamlets;28200;28610;29960;31920;32630;34830;35620;38390;38620;40320;42010;43160;;21780;22160;22880;24340;24510;26080;27000;28010;29410;30390;32060;32860
E05000575;Blackwall and Cubitt Town;E09000030;Tower Hamlets;40150;40530;42200;44680;45360;48070;48800;52190;52110;53980;55810;56890;;31060;31440;32280;34120;34120;36040;37030;38120;39700;40700;42610;43330
E05000576;Bow East;E09000030;Tower Hamlets;31960;32420;33940;36130;36880;39310;40130;43170;43350;45150;46940;48110;;24890;25310;26110;27750;27900;29630;30620;31690;33190;34210;36000;36800
E05000577;Bow West;E09000030;Tower Hamlets;34820;35410;37150;39620;40530;43290;44290;47740;48040;50150;52250;53680;;27120;27650;28590;30430;30660;32620;33770;35020;36750;37950;40020;41000
E05000578;Bromley-by-Bow;E09000030;Tower Hamlets;23830;24540;26080;28190;29220;31620;32770;35770;36420;38470;40540;42100;;17890;18540;19500;21120;21630;23390;24590;25890;27560;28860;30830;31980
E05000579;East India and Lansbury;E09000030;Tower Hamlets;25090;25510;26780;28600;29300;31350;32140;34720;35010;36620;38240;39370;;19050;19430;20130;21480;21690;23150;24040;25020;26340;27300;28880;29680
E05000580;Limehouse;E09000030;Tower Hamlets;32350;32720;34150;36260;36920;39250;39970;42900;42980;44670;46350;47410;;25200;25550;26290;27850;27930;29580;30490;31490;32900;33840;35540;36260
E05000581;Mile End and Globe Town;E09000030;Tower Hamlets;28280;28820;30310;32410;33250;35620;36550;39520;39880;41760;43630;44940;;21860;22340;23170;24750;25020;26720;27770;28900;30440;31550;33380;34300
E05000582;Mile End East;E09000030;Tower Hamlets;26880;27380;28780;30780;31570;33820;34710;37540;37890;39680;41470;42740;;20650;21100;21880;23370;23630;25250;26240;27330;28800;29860;31610;32510
E05000583;Millwall;E09000030;Tower Hamlets;45400;45680;47410;50020;50600;53440;54060;57640;57360;59230;61050;62060;;34700;35030;35860;37800;37690;39690;40660;41740;43350;44320;46280;46940
E05000584;St Dunstan's and Stepney Green;E09000030;Tower Hamlets;26170;26750;28220;30290;31190;33530;34530;37480;37960;39880;41830;43240;;20020;20540;21400;22960;23310;25010;26090;27280;28850;30030;31910;32930
E05000585;St Katharine's and Wapping;E09000030;Tower Hamlets;45690;46380;48550;51650;52670;56050;57130;61330;61450;63870;66260;67760;;34900;35510;36630;38890;39050;41400;42690;44100;46090;47400;49770;50770
E05000586;Shadwell;E09000030;Tower Hamlets;30900;31400;32940;35130;35940;38380;39260;42320;42580;44440;46290;47540;;24030;24490;25320;26960;27170;28910;29940;31050;32590;33660;35490;36360
E05000587;Spitalfields and Banglatown;E09000030;Tower Hamlets;31670;32390;34200;36720;37800;40640;41840;45380;45940;48240;50540;52210;;24650;25290;26320;28210;28610;30640;31930;33320;35180;36540;38750;39910
E05000588;Weavers;E09000030;Tower Hamlets;29270;30030;31800;34240;35340;38080;39280;42690;43280;45500;47730;49350;;22690;23360;24400;26250;26700;28680;29950;31330;33140;34480;36620;37760
E05000589;Whitechapel;E09000030;Tower Hamlets;30790;31350;32960;35250;36160;38750;39780;43040;43470;45550;47650;49140;;23940;24450;25340;27050;27340;29200;30340;31590;33280;34520;36550;37600
E05000590;Cann Hall;E09000031;Waltham Forest;25820;26200;27440;29220;29840;31820;32500;34970;35120;36590;38050;39010;;22020;22410;23130;24590;24740;26280;27160;28120;29460;30370;31970;32700
E05000591;Cathall;E09000031;Waltham Forest;24680;25000;26140;27800;28360;30210;30830;33160;33290;34680;36060;36980;;21020;21340;22000;23350;23460;24900;25720;26620;27880;28750;30260;30950
E05000592;Chapel End;E09000031;Waltham Forest;29800;30150;31480;33410;34010;36140;36790;39470;39520;41060;42580;43550;;25390;25750;26500;28080;28150;29810;30710;31700;33110;34040;35730;36440
